ID|LABEL|POLICY_ID|CLAIM_ID|PROVIDER_ID|AMOUNT|LICENSE_NUMBER|INSURED_SEX|INSURED_EDUCATION_LEVEL|INSURED_OCCUPATION|INSURED_HOBBIES|INSURED_RELATIONSHIP|INCIDENT_DATE|INCIDENT_TYPE|INCIDENT_CITY|INCIDENT_STATE|INCIDENT_SEVERITY|AUTHORITIES_CONTACTED|POLICE_REPORT_AVAILABLE
M_8.23.0|mbr|Q_8.23||P_104|268.49|47J P31|1|||||2021-11-12|3|New Shanehaven|MO|3|0|0
M_8.24.0|mbr|Q_8.24||P_205|671.74|G83 5PY|0|||||2021-04-27|9|New Tracy|FL|1|0|0
M_8.26.0|mbr|Q_8.26||P_2|220.89|9B 8P0EDT|2|||||2021-07-03|9|Franklinbury|ME|4|1|0
M_8.26.1|mbr|Q_8.26||P_280|596.29|LFS 147|3|||||2021-02-13|2|Guerreroview|TX|5|0|0
M_8.26.2|mbr|Q_8.26||P_357|271.84|464-VOWX|2|||||2021-05-01|12|Medinaburgh|MT|4|0|0
M_8.27.0|mbr|Q_8.27||P_184|620.28|53-L112|1|||||2021-02-15|6|Thomasstad|VA|5|1|0
M_8.28.0|mbr|Q_8.28||P_489|762.91|XQF 9541|2|||||2021-12-08|6|Jenkinsstad|MT|1|0|0
M_8.29.0|mbr|Q_8.29||P_198|270.57|9-J5804|1|||||2021-10-28|11|Ryanfurt|IN|4|0|1
M_8.30.0|mbr|Q_8.30||P_83|251.37|278 0JW|2|||||2021-12-31|6|East Julie|AL|4|0|0
M_8.30.1|mbr|Q_8.30||P_25|307.83|153-505|2|||||2021-06-16|11|Robinsonburgh|NV|5|0|0
M_8.31.0|mbr|Q_8.31||P_127|204.21|J11 9YO|1|||||2022-02-17|6|Ericberg|MS|2|0|0
M_8.31.1|mbr|Q_8.31||P_303|404.19|905Z9|3|||||2021-11-05|13|Port Mitchell|ND|1|1|1
M_8.31.2|mbr|Q_8.31||P_325|606.54|699-CYY|1|||||2021-08-13|8|Steeleborough|NC|0|1|0
M_8.32.0|mbr|Q_8.32||P_34|396.95|9177|1|||||2022-04-29|3|North Michaelchester|MT|0|1|1
M_8.32.1|mbr|Q_8.32||P_292|550.73|IJG7499|0|||||2022-01-07|8|Andrewtown|OK|6|0|0
M_8.34.0|mbr|Q_8.34||P_132|138.56|XKL-523|3|||||2022-02-09|9|East Ericaside|GA|2|0|0
M_8.34.1|mbr|Q_8.34||P_285|439.22|ZKP 685|3|||||2021-03-31|11|North Veronica|NJ|1|1|0
M_8.34.2|mbr|Q_8.34||P_73|683.9|503780|3|||||2021-01-07|9|Adamstown|PA|3|1|0
M_8.35.0|mbr|Q_8.35||P_307|850.02|IS 9475|2|||||2021-03-30|11|New Davidside|KS|3|1|1
M_8.35.1|mbr|Q_8.35||P_382|487.15|62IH2|1|||||2021-12-17|10|South Heather|GA|0|1|0
M_8.35.2|mbr|Q_8.35||P_211|380.18|6DBE 30|1|||||2021-11-22|7|Whiteheadchester|WV|3|1|0
M_8.36.0|mbr|Q_8.36||P_32|115.81|858 UAT|3|||||2021-05-28|8|Lake Thomas|KY|6|0|0
M_8.37.0|mbr|Q_8.37||P_447|469.12|SDJ4268|2|||||2021-04-07|9|Shortmouth|WY|5|1|1
M_8.38.0|mbr|Q_8.38||P_439|126.45|355 UWW|0|||||2022-02-24|9|West Christopherhaven|AR|5|1|1
M_8.38.1|mbr|Q_8.38||P_136|583.44|SP-4476|2|||||2021-05-05|8|Whitneyton|KS|0|1|1
M_8.38.2|mbr|Q_8.38||P_214|109.08|686VV|1|||||2021-12-04|10|Mortonmouth|MD|1|0|0
M_8.40.0|mbr|Q_8.40||P_341|196.47|9M 7V1LWN|0|||||2021-02-26|13|West Stephanieland|GA|3|0|1
M_8.43.0|mbr|Q_8.43||P_88|430.93|1AH X96|1|||||2021-03-29|12|East Carolberg|NH|5|1|1
M_8.43.1|mbr|Q_8.43||P_433|319.85|ZEJ 534|3|||||2021-06-13|5|Johnsside|FL|2|0|1
M_8.44.0|mbr|Q_8.44||P_358|793.84|246 KVA|2|||||2022-02-27|13|Loriberg|VT|5|0|0
M_8.44.1|mbr|Q_8.44||P_132|269.41|ZVU-3114|3|||||2021-07-30|1|West Jorge|CA|1|0|0
M_8.44.2|mbr|Q_8.44||P_351|124.71|957M|2|||||2022-02-14|13|North Carl|AZ|3|0|0
M_8.45.0|mbr|Q_8.45||P_32|968.92|268 EZG|1|||||2021-10-27|0|Port Bruce|WV|2|1|0
M_8.45.1|mbr|Q_8.45||P_169|506.45|1-81693|0|||||2021-11-13|12|Coxport|CO|0|1|1
M_8.46.0|mbr|Q_8.46||P_171|898.46|299 3YD|3|||||2022-04-22|1|Kristieborough|CT|1|1|0
M_8.46.1|mbr|Q_8.46||P_143|188.53|0-23749H|1|||||2021-05-25|12|Petersonside|OK|4|0|1
M_8.48.0|mbr|Q_8.48||P_391|935.21|IEH 402|2|||||2021-02-19|3|Amyville|NC|6|0|1
M_8.48.1|mbr|Q_8.48||P_49|538.64|O34 0EK|3|||||2021-05-22|3|East Carl|MT|5|1|1
M_8.48.2|mbr|Q_8.48||P_29|891.13|U78 4PI|2|||||2021-01-13|12|North Melody|ID|3|0|0
M_8.51.0|mbr|Q_8.51||P_277|451.86|256 QS4|2|||||2021-04-06|1|South Christopherport|VT|5|0|1
M_8.51.1|mbr|Q_8.51||P_280|789.8|5Y 7316W|2|||||2021-06-19|8|Rebeccachester|TX|4|0|1
M_8.53.0|mbr|Q_8.53||P_76|956.13|019-PTO|1|||||2021-01-29|9|South Steven|AK|0|1|0
M_8.53.1|mbr|Q_8.53||P_212|456.99|718-865|3|||||2021-03-15|3|West Robin|AZ|2|0|1
M_8.54.0|mbr|Q_8.54||P_109|210.32|244PPS|0|||||2021-12-31|1|Lake Tonya|ID|1|0|0
M_8.54.1|mbr|Q_8.54||P_140|773.01|521XZI|1|||||2021-01-24|8|West Jenniferhaven|MA|1|1|1
M_8.54.2|mbr|Q_8.54||P_428|806.92|FOC-198|2|||||2021-06-27|0|South Matthew|MN|6|1|0
M_8.57.0|mbr|Q_8.57||P_338|857.35|3B 0973I|1|||||2021-10-23|3|Port Melindafort|NE|4|1|1
M_8.58.0|mbr|Q_8.58||P_275|480.25|5307 GH|0|||||2021-11-02|1|East Dennis|MO|3|0|1
M_8.58.1|mbr|Q_8.58||P_43|257.0|6259|2|||||2021-02-08|8|East Jennifer|MA|1|0|0
M_8.58.2|mbr|Q_8.58||P_198|697.08|949 AHL|0|||||2021-12-24|4|Friedmanborough|MI|4|1|0
M_8.59.0|mbr|Q_8.59||P_99|628.19|GAS 665|0|||||2022-02-12|7|Port Michaelberg|IA|5|1|1
M_8.59.1|mbr|Q_8.59||P_461|724.29|6TF0154|2|||||2021-07-26|6|North John|CO|3|1|1
M_8.59.2|mbr|Q_8.59||P_117|468.78|UPG-1869|1|||||2021-06-06|9|South Antonioton|WI|6|0|1
M_8.60.0|mbr|Q_8.60||P_150|992.88|U 419510|2|||||2022-03-02|12|Lake Jacob|ND|1|1|0
M_8.60.1|mbr|Q_8.60||P_374|252.44|620-KTS|1|||||2021-02-09|3|New Pamela|NC|4|1|0
M_8.63.0|mbr|Q_8.63||P_187|979.74|1QR 471|0|||||2022-04-20|7|New Brenda|HI|3|1|0
M_8.63.1|mbr|Q_8.63||P_431|278.4|5A 52547|3|||||2022-01-28|7|Larryville|CT|3|0|0
M_8.64.0|mbr|Q_8.64||P_257|463.71|6IT50|2|||||2022-01-26|6|Caldwellside|WA|6|1|0
M_8.64.1|mbr|Q_8.64||P_351|309.62|MNV 676|0|||||2021-10-25|4|South Sarahville|LA|0|0|1
M_8.66.0|mbr|Q_8.66||P_333|567.39|907442|1|||||2021-04-15|2|Hoffmanland|IL|2|0|0
M_8.68.0|mbr|Q_8.68||P_195|539.83|MXW 159|2|||||2022-03-20|7|Cameronfurt|OH|4|0|1
M_8.68.1|mbr|Q_8.68||P_46|964.19|968-LIX|2|||||2021-04-16|11|Faulknertown|IA|4|1|1
M_8.68.2|mbr|Q_8.68||P_298|673.4|O72 7EV|1|||||2021-03-13|6|Kimberlyfort|TN|2|0|0
M_8.69.0|mbr|Q_8.69||P_170|874.8|7Y 31869|0|||||2022-02-27|13|Schwartzberg|MA|3|0|1
M_8.70.0|mbr|Q_8.70||P_187|798.84|3329|2|||||2021-05-29|8|Angelaport|MI|0|0|1
M_8.70.1|mbr|Q_8.70||P_166|454.48|PUC-950|1|||||2021-05-04|2|West William|PA|2|0|1
M_8.72.0|mbr|Q_8.72||P_183|564.68|3BJ 481|2|||||2022-02-13|4|Evelynhaven|IL|0|0|0
M_8.73.0|mbr|Q_8.73||P_497|400.36|0W 95676|0|||||2021-06-29|13|Kiddmouth|VT|0|1|0
M_8.73.1|mbr|Q_8.73||P_318|992.33|42-C008|0|||||2021-03-08|3|Robertton|AZ|2|1|1
M_8.73.2|mbr|Q_8.73||P_349|184.59|15S MX0|3|||||2021-09-29|8|New Jasonview|OH|0|0|0
M_8.75.0|mbr|Q_8.75||P_437|583.99|7V469|0|||||2022-04-15|10|South Anna|VA|2|0|1
M_8.75.1|mbr|Q_8.75||P_438|871.21|0RZ6925|2|||||2021-12-28|12|Reneebury|CA|3|0|1
M_8.76.0|mbr|Q_8.76||P_473|827.89|184-GBL|2|||||2022-04-07|3|Oconnorborough|OK|1|1|1
M_8.77.0|mbr|Q_8.77||P_157|764.0|337 BTO|3|||||2022-04-21|11|Clarkshire|OR|4|0|1
M_8.77.1|mbr|Q_8.77||P_216|228.5|KLR 255|1|||||2021-07-27|12|Tamaraland|AR|3|0|1
M_8.78.0|mbr|Q_8.78||P_72|841.97|MRE-890|0|||||2022-03-02|6|Lake Lisa|MT|1|0|0
M_8.79.0|mbr|Q_8.79||P_297|909.57|O84-THS|2|||||2021-08-19|3|North Deborahshire|MA|5|0|1
M_8.79.1|mbr|Q_8.79||P_132|589.96|SMG 352|0|||||2021-07-26|3|Port Michelemouth|DE|2|0|1
M_8.82.0|mbr|Q_8.82||P_95|431.8|AUX 017|3|||||2022-03-11|11|East Bradley|SC|0|0|0
M_8.82.1|mbr|Q_8.82||P_138|217.92|YJM-3454|0|||||2022-04-16|3|Port Codyland|NY|2|0|1
M_8.82.2|mbr|Q_8.82||P_18|945.75|71-K764|3|||||2022-01-05|4|Lake Billy|OK|1|0|0
M_8.83.0|mbr|Q_8.83||P_396|535.95|YVN 893|3|||||2021-10-13|4|Sarahburgh|NJ|6|0|0
M_8.84.0|mbr|Q_8.84||P_259|491.42|TP 75177|1|||||2022-03-08|13|North Michael|SD|4|1|1
M_8.84.1|mbr|Q_8.84||P_440|705.1|QG1 J3S|2|||||2021-02-17|2|East Scott|OK|4|0|0
M_8.85.0|mbr|Q_8.85||P_63|635.79|EWE 392|1|||||2022-03-11|8|Port Scott|FL|3|1|1
M_8.85.1|mbr|Q_8.85||P_15|161.67|0-03207Q|0|||||2021-07-26|4|South David|CT|5|1|0
M_8.85.2|mbr|Q_8.85||P_12|288.6|8R EM161|3|||||2021-06-05|4|South Chelsea|DC|2|0|1
M_8.86.0|mbr|Q_8.86||P_44|976.66|HEJ 717|0|||||2021-05-06|5|Port Stephanie|HI|3|0|0
M_8.87.0|mbr|Q_8.87||P_358|625.3|CGB 354|0|||||2022-01-03|4|West Carla|MA|3|1|0
M_8.88.0|mbr|Q_8.88||P_439|723.02|HBO 811|2|||||2022-03-11|5|Elizabethtown|AK|1|0|0
M_8.88.1|mbr|Q_8.88||P_299|490.75|73-W474|3|||||2021-09-02|8|Morrowton|CT|3|0|1
M_8.89.0|mbr|Q_8.89||P_292|523.01|211 OWH|0|||||2021-12-25|2|New Ashley|NM|4|1|0
M_8.89.1|mbr|Q_8.89||P_84|977.64|4OF J38|2|||||2021-05-26|6|Johnsontown|OK|3|1|0
M_8.91.0|mbr|Q_8.91||P_233|745.53|8YY D43|0|||||2021-05-23|4|Dennisfurt|IL|5|1|0
M_8.93.0|mbr|Q_8.93||P_165|228.56|TST5254|2|||||2021-08-25|2|Andreaville|LA|0|0|0
M_8.93.1|mbr|Q_8.93||P_216|946.86|WPH 829|3|||||2021-10-05|6|Duarteville|MI|2|1|1
M_8.93.2|mbr|Q_8.93||P_42|462.79|238 IOK|1|||||2021-02-21|3|Makaylabury|MD|0|0|0
M_8.94.0|mbr|Q_8.94||P_479|168.86|7K G5336|0|||||2022-01-07|0|New Elizabeth|WY|2|1|1
M_8.94.1|mbr|Q_8.94||P_212|990.85|8-73046W|2|||||2021-09-09|7|East Amanda|MT|2|1|1
M_8.94.2|mbr|Q_8.94||P_421|172.43|5V984|1|||||2022-02-05|10|Peterville|KS|6|0|1
M_8.96.0|mbr|Q_8.96||P_363|167.99|WJJ 395|0|||||2021-05-29|7|West Kristina|TN|3|0|1
M_8.96.1|mbr|Q_8.96||P_47|357.24|UWL-4049|1|||||2022-04-18|2|North Tarashire|WI|0|1|0
M_8.96.2|mbr|Q_8.96||P_267|320.51|V 219629|0|||||2022-03-02|12|Mitchellbury|NJ|0|0|0
M_8.97.0|mbr|Q_8.97||P_346|234.88|XDK 147|3|||||2021-08-27|6|Jonesbury|VA|6|0|1
M_8.98.0|mbr|Q_8.98||P_187|367.58|3920|3|||||2021-01-28|9|Williammouth|AR|0|0|1
M_8.98.1|mbr|Q_8.98||P_187|348.03|7S 5174R|3|||||2022-02-15|6|New Juliafort|CA|1|0|1
M_8.98.2|mbr|Q_8.98||P_121|935.42|HNA 909|3|||||2021-05-04|1|South Amanda|MI|0|1|1
M_8.99.0|mbr|Q_8.99||P_125|882.14|5-20049|2|||||2022-01-29|11|Angelaside|DC|1|1|0
M_8.99.1|mbr|Q_8.99||P_288|584.04|THQ 723|3|||||2022-03-02|6|Tateview|MT|5|1|0
M_9.1.0|mbr|Q_9.1||P_427|926.92|7-V8938|2|||||2022-02-25|9|East Jade|OR|4|0|1
M_9.1.1|mbr|Q_9.1||P_456|513.44|11Q 351|0|||||2021-09-07|6|Garciaberg|IA|4|0|0
M_9.1.2|mbr|Q_9.1||P_406|775.69|097F|1|||||2021-07-30|10|New Darlene|PA|4|0|1
M_9.4.0|mbr|Q_9.4||P_54|955.88|926-BDU|1|||||2022-01-27|10|West Brandonfurt|OK|0|0|1
M_9.4.1|mbr|Q_9.4||P_201|616.98|280 UIB|3|||||2021-10-09|11|Mccoyside|MD|5|0|0
M_9.5.0|mbr|Q_9.5||P_155|476.79|0631|0|||||2021-07-10|12|North Paul|OH|0|1|0
M_9.5.1|mbr|Q_9.5||P_242|671.77|3-8887G|0|||||2021-04-08|4|Katherinefort|OK|1|1|0
M_9.7.0|mbr|Q_9.7||P_220|269.22|DE6 Y9J|1|||||2021-05-01|11|Lauraville|GA|4|1|0
M_9.7.1|mbr|Q_9.7||P_427|869.66|J41-68T|0|||||2022-02-21|9|Davisport|CA|4|0|1
M_9.7.2|mbr|Q_9.7||P_288|154.13|13Y T44|0|||||2021-09-22|10|East Scott|PA|0|0|1
M_9.8.0|mbr|Q_9.8||P_482|895.69|203 SZQ|2|||||2021-01-12|11|North Alex|AK|0|1|0
M_9.9.0|mbr|Q_9.9||P_152|149.31|420 KMI|0|||||2021-04-19|12|Malonemouth|WY|1|0|0
M_9.9.1|mbr|Q_9.9||P_224|412.86|EW 37708|0|||||2021-09-03|2|Port Scottport|NY|3|0|1
M_9.9.2|mbr|Q_9.9||P_250|761.95|Y06-FHM|1|||||2021-08-12|6|Port Tiffany|UT|5|0|0
M_9.10.0|mbr|Q_9.10||P_275|851.69|FRL 760|1|||||2021-04-23|4|Smithport|FL|1|1|1
M_9.10.1|mbr|Q_9.10||P_284|757.49|VLQ0369|0|||||2021-05-28|9|New Matthewshire|UT|0|0|1
M_9.10.2|mbr|Q_9.10||P_363|891.24|616-IZK|2|||||2021-09-19|2|Port Benjaminburgh|WI|4|0|1
M_9.11.0|mbr|Q_9.11||P_269|563.45|QRN T61|0|||||2021-06-24|12|Port Manuel|AR|2|1|0
M_9.11.1|mbr|Q_9.11||P_377|536.18|2JSI897|2|||||2021-08-30|2|Tylerstad|AL|1|1|1
M_9.11.2|mbr|Q_9.11||P_363|762.79|IZT3444|3|||||2021-06-27|12|North Chad|ME|2|1|1
M_9.14.0|mbr|Q_9.14||P_416|346.23|IWU-7953|1|||||2021-03-26|9|Geneborough|IN|1|0|1
M_9.14.1|mbr|Q_9.14||P_431|481.44|J64 0II|0|||||2021-08-21|10|North Robert|NE|3|0|1
M_9.15.0|mbr|Q_9.15||P_67|555.93|HPX-0875|2|||||2021-01-18|3|North Phillip|WV|6|1|1
M_9.16.0|mbr|Q_9.16||P_298|544.2|479 QUP|3|||||2022-03-09|8|New Allenville|OH|2|1|0
M_9.19.0|mbr|Q_9.19||P_171|532.5|VLY 917|2|||||2022-01-27|11|West Robert|HI|4|1|1
M_9.19.1|mbr|Q_9.19||P_489|763.6|3AP88|0|||||2021-05-07|10|Haleburgh|WI|2|1|1
M_9.19.2|mbr|Q_9.19||P_220|976.81|HFO 183|3|||||2021-03-16|13|Ortizville|NE|3|1|0
M_9.20.0|mbr|Q_9.20||P_380|760.14|82J ET4|2|||||2021-03-26|6|Elliottview|NY|6|1|0
M_9.20.1|mbr|Q_9.20||P_270|919.41|4L 96593|1|||||2021-06-09|5|Laurenfurt|MO|5|0|0
M_9.20.2|mbr|Q_9.20||P_92|756.47|BQF 410|2|||||2021-06-03|1|East Mark|NY|0|1|1
M_9.21.0|mbr|Q_9.21||P_219|557.65|55-04196|1|||||2021-02-01|11|Hamiltonmouth|DE|2|1|0
M_9.21.1|mbr|Q_9.21||P_48|515.59|L24 3TS|0|||||2021-05-06|13|Marshallborough|MO|1|0|0
M_9.21.2|mbr|Q_9.21||P_183|567.36|3-34786X|1|||||2021-07-22|3|East Tammy|PA|2|0|1
M_9.22.0|mbr|Q_9.22||P_391|132.03|014 7027|0|||||2021-03-29|12|Amandafurt|ID|4|1|0
M_9.22.1|mbr|Q_9.22||P_89|111.42|CNG 028|3|||||2022-03-16|0|Richardshire|VA|0|1|0
M_9.23.0|mbr|Q_9.23||P_149|284.46|RRO 736|2|||||2021-09-25|4|Sheltonton|CT|4|0|0
M_9.23.1|mbr|Q_9.23||P_366|740.06|9OT W93|2|||||2021-01-14|7|Lake Steven|CA|5|1|0
M_9.23.2|mbr|Q_9.23||P_279|449.77|RU-3144|3|||||2022-04-02|11|South Chelsea|MT|4|0|1
M_9.24.0|mbr|Q_9.24||P_46|732.4|E08 7YC|1|||||2021-09-18|8|Port Sarah|UT|5|0|1
M_9.24.1|mbr|Q_9.24||P_390|742.06|523HNC|3|||||2021-01-09|7|Port Dennisburgh|WY|6|0|0
M_9.24.2|mbr|Q_9.24||P_489|827.33|J16 9WG|2|||||2022-02-03|1|Kristineshire|IL|2|0|0
M_9.25.0|mbr|Q_9.25||P_316|455.59|26Y•817|1|||||2021-06-29|11|Tylerview|WY|4|0|0
M_9.25.1|mbr|Q_9.25||P_350|294.2|48B FE0|2|||||2021-03-06|4|Ashleymouth|OH|4|1|1
M_9.25.2|mbr|Q_9.25||P_271|659.97|9667 HO|3|||||2022-04-10|5|North Aprilville|OR|6|1|1
M_9.26.0|mbr|Q_9.26||P_153|531.63|87C TM9|3|||||2021-02-12|11|Hensleyfurt|WV|5|0|0
M_9.27.0|mbr|Q_9.27||P_477|992.87|EU 77457|2|||||2021-10-23|9|South Andrewtown|MO|4|1|1
M_9.27.1|mbr|Q_9.27||P_334|984.1|LTZ 465|3|||||2021-01-12|8|New Nathanhaven|TN|0|0|0
M_9.27.2|mbr|Q_9.27||P_216|409.39|500 GM5|3|||||2022-03-18|2|West Johnfurt|IA|6|1|0
M_9.28.0|mbr|Q_9.28||P_119|625.6|544 HPZ|3|||||2021-08-26|8|New Chris|ND|3|0|0
M_9.28.1|mbr|Q_9.28||P_415|144.84|WJF-3756|0|||||2021-01-01|1|Carlaberg|RI|5|1|1
M_9.28.2|mbr|Q_9.28||P_226|781.06|017 BNM|2|||||2022-04-19|9|South Maria|ID|5|1|1
M_9.29.0|mbr|Q_9.29||P_84|614.01|IQH 611|2|||||2022-01-09|3|West Scottmouth|CT|5|1|1
M_9.29.1|mbr|Q_9.29||P_473|725.33|138-EXF|3|||||2021-08-25|8|South Kevinchester|IL|6|0|0
M_9.30.0|mbr|Q_9.30||P_160|937.12|791 CLW|2|||||2021-07-10|9|West Michele|MA|5|1|0
M_9.33.0|mbr|Q_9.33||P_186|282.15|XJJ 261|2|||||2021-03-08|7|Johnview|NV|1|0|0
M_9.35.0|mbr|Q_9.35||P_387|868.51|678H|3|||||2021-11-14|12|New Marieborough|IN|3|1|0
M_9.35.1|mbr|Q_9.35||P_200|973.84|QGZ 027|2|||||2021-05-13|7|Port Heatherchester|SD|6|1|1
M_9.36.0|mbr|Q_9.36||P_31|277.6|11-3300U|1|||||2022-03-07|9|Cruzfurt|AL|2|0|0
M_9.38.0|mbr|Q_9.38||P_102|286.34|597D|0|||||2022-03-11|12|Lisahaven|OR|5|0|1
M_9.39.0|mbr|Q_9.39||P_77|468.38|398 8756|3|||||2021-04-05|5|Lake Donald|MD|1|1|1
M_9.40.0|mbr|Q_9.40||P_454|307.05|NIA-489|2|||||2021-11-05|13|Padillaview|NY|5|0|0
M_9.41.0|mbr|Q_9.41||P_49|869.38|783 QWS|1|||||2022-03-06|12|West Craighaven|ND|6|1|1
M_9.41.1|mbr|Q_9.41||P_389|561.38|LKV 030|0|||||2021-04-12|6|Williamberg|OR|1|0|0
M_9.41.2|mbr|Q_9.41||P_234|226.78|298-HRB|2|||||2021-01-30|10|Joshuatown|OH|6|0|0
M_9.42.0|mbr|Q_9.42||P_352|526.02|73RS4|0|||||2021-02-08|2|Port Paulaville|IN|3|1|1
M_9.43.0|mbr|Q_9.43||P_63|792.13|7OL2977|2|||||2021-11-16|9|West Jenniferbury|NH|0|1|1
M_9.43.1|mbr|Q_9.43||P_337|822.7|7TN Z62|1|||||2021-04-07|8|Lisafort|MT|4|0|1
M_9.44.0|mbr|Q_9.44||P_246|468.02|4P 8538K|2|||||2021-07-30|1|Joyfort|AR|5|0|1
M_9.44.1|mbr|Q_9.44||P_299|471.92|WY 5473|1|||||2021-06-08|9|Fostermouth|NH|0|1|1
M_9.44.2|mbr|Q_9.44||P_311|729.75|0Q 8309E|0|||||2022-03-29|4|West Emily|IA|3|1|1
M_9.45.0|mbr|Q_9.45||P_140|384.43|4FB5415|0|||||2021-04-21|7|New Scotttown|KY|4|0|0
M_9.45.1|mbr|Q_9.45||P_126|407.28|OLW-9233|2|||||2021-07-26|13|Bradleyside|VT|6|0|1
M_9.47.0|mbr|Q_9.47||P_283|437.2|222488|3|||||2021-01-16|3|West Elizabeth|MI|5|1|1
M_9.47.1|mbr|Q_9.47||P_432|204.21|588-RBZ|0|||||2021-07-23|10|Virginiashire|NJ|0|1|1
M_9.47.2|mbr|Q_9.47||P_165|992.5|IAO 249|1|||||2022-02-10|13|North Phyllis|PA|1|0|0
M_9.48.0|mbr|Q_9.48||P_161|935.27|NKI 457|0|||||2022-01-12|9|Williamsborough|HI|3|0|0
M_9.49.0|mbr|Q_9.49||P_399|166.16|OBD-752|2|||||2021-07-21|4|South Jacobtown|IL|4|0|1
M_9.50.0|mbr|Q_9.50||P_92|180.49|IFT-3165|3|||||2021-02-24|10|West Tom|MI|5|0|1
M_9.50.1|mbr|Q_9.50||P_151|597.32|HRS 126|1|||||2022-02-06|13|South Sarah|VT|6|1|0
M_9.51.0|mbr|Q_9.51||P_113|817.06|KWW-792|2|||||2021-11-22|7|West Jennifer|CA|3|0|0
M_9.51.1|mbr|Q_9.51||P_70|272.36|4U 4942U|1|||||2022-01-27|8|Smithmouth|MT|5|1|0
M_9.52.0|mbr|Q_9.52||P_359|221.38|KHI8661|3|||||2021-07-16|3|Hernandezport|SC|4|0|0
M_9.52.1|mbr|Q_9.52||P_38|129.71|235 9ZH|1|||||2021-06-12|2|Danielmouth|AK|3|0|1
M_9.53.0|mbr|Q_9.53||P_163|172.02|JW 43538|2|||||2022-02-01|3|Lake Kristinamouth|ME|3|0|1
M_9.53.1|mbr|Q_9.53||P_296|237.22|UV7 N9S|3|||||2021-03-28|9|Kevinton|MS|4|0|1
M_9.53.2|mbr|Q_9.53||P_306|868.65|5-3177D|1|||||2021-05-24|2|West Isaiah|MA|2|0|0
M_9.55.0|mbr|Q_9.55||P_197|206.79|PXS5248|2|||||2022-02-11|13|Paigeville|RI|1|0|0
M_9.56.0|mbr|Q_9.56||P_300|439.78|6YD T72|0|||||2021-05-19|12|Walkerborough|WY|0|1|1
M_9.57.0|mbr|Q_9.57||P_398|782.69|5A 38816|1|||||2022-04-13|8|Maldonadoville|MS|1|1|1
M_9.58.0|mbr|Q_9.58||P_280|527.41|84U 049|3|||||2021-01-11|2|Bartlettfurt|SC|3|0|1
M_9.58.1|mbr|Q_9.58||P_312|208.7|ET9 9336|0|||||2021-10-19|8|Shawnmouth|OR|0|1|0
M_9.58.2|mbr|Q_9.58||P_99|324.83|OSP-9310|0|||||2021-02-07|3|Jeffreyville|MS|1|0|0
M_9.60.0|mbr|Q_9.60||P_337|844.78|488QQZ|0|||||2021-06-01|12|Amandashire|CA|6|1|0
M_9.60.1|mbr|Q_9.60||P_384|627.66|40Q G79|3|||||2022-02-03|4|Port Lee|AL|4|0|0
M_9.61.0|mbr|Q_9.61||P_127|413.0|KIU 736|1|||||2021-04-07|7|East Staciefurt|MD|0|0|0
M_9.61.1|mbr|Q_9.61||P_271|962.67|5090|1|||||2022-03-25|6|East Markborough|SD|1|0|1
M_9.61.2|mbr|Q_9.61||P_456|566.38|592 SZI|2|||||2021-05-19|10|East Natasha|OH|2|1|0
M_9.62.0|mbr|Q_9.62||P_297|813.05|74-94911|2|||||2021-02-18|12|North Michael|TX|3|0|0
M_9.64.0|mbr|Q_9.64||P_387|741.98|L08 0OV|1|||||2021-06-25|13|Lake Williamshire|CT|5|0|0
M_9.65.0|mbr|Q_9.65||P_137|467.8|EAO 989|1|||||2021-03-05|2|New William|NE|3|1|1
M_9.65.1|mbr|Q_9.65||P_344|344.21|MI0 O9B|3|||||2021-10-10|9|South Melanieshire|NE|0|1|1
M_9.66.0|mbr|Q_9.66||P_322|851.56|6UI 784|0|||||2022-01-31|0|North Markview|IN|1|1|0
M_9.66.1|mbr|Q_9.66||P_22|467.45|80-MP82|2|||||2022-04-08|5|Lake Cynthia|CO|2|1|1
M_9.66.2|mbr|Q_9.66||P_7|100.3|727-908|3|||||2021-07-08|0|Mcdonaldberg|IA|2|0|1
M_9.67.0|mbr|Q_9.67||P_304|474.69|6D077|3|||||2021-11-13|2|Raymondstad|DE|1|0|1
M_9.67.1|mbr|Q_9.67||P_380|387.3|KRT 149|3|||||2021-12-14|3|Port Jennifer|ID|2|1|1
M_9.67.2|mbr|Q_9.67||P_92|876.78|611-WEV|1|||||2021-05-06|3|South Jason|NY|0|0|0
M_9.68.0|mbr|Q_9.68||P_300|393.41|PGL4020|3|||||2021-07-24|12|New Annetteburgh|KY|0|1|0
M_9.68.1|mbr|Q_9.68||P_174|984.85|4940 QD|3|||||2021-05-13|1|South Arielborough|DC|5|1|0
M_9.68.2|mbr|Q_9.68||P_328|728.54|768 CHP|1|||||2021-07-09|12|Lake Andres|MD|3|0|1
M_9.71.0|mbr|Q_9.71||P_416|797.24|6K MQ631|1|||||2021-05-06|13|Port Jennifer|ND|1|1|1
M_9.71.1|mbr|Q_9.71||P_75|819.07|1KV8325|3|||||2021-10-14|12|New Shawnstad|AZ|1|0|0
M_9.71.2|mbr|Q_9.71||P_474|651.63|444SXR|2|||||2021-01-01|10|West Michelle|SD|0|0|1
